Year,Round,RaceName,avg_air_temp,avg_track_temp,avg_humidity,avg_wind_speed,had_rain,rain_pct
2025,12,British Grand Prix,17.91741935483871,23.57870967741935,78.3741935483871,1.4832258064516128,True,18.064516129032256
2025,13,Belgian Grand Prix,17.030044843049332,24.09013452914799,84.4439461883408,1.446188340807175,True,45.73991031390135
2025,14,Hungarian Grand Prix,22.082165605095543,32.72993630573249,57.24203821656051,2.150955414012739,False,0.0
2025,15,Dutch Grand Prix,20.07735849056603,27.96352201257861,71.17610062893081,2.170440251572327,False,0.0
2025,16,Italian Grand Prix,26.76111111111111,43.28819444444444,42.604166666666664,1.9604166666666665,False,0.0
2025,17,Azerbaijan Grand Prix,20.55192307692308,26.107051282051284,59.833333333333336,1.5070512820512822,False,0.0
2025,18,Singapore Grand Prix,29.072049689440995,33.85217391304348,74.36024844720497,1.1111801242236024,True,3.7267080745341614
2025,19,United States Grand Prix,28.267532467532465,45.0448051948052,22.532467532467532,2.0824675324675326,False,0.0
2025,20,Mexico City Grand Prix,26.405555555555555,50.58827160493828,23.234567901234566,1.847530864197531,False,0.0
2025,21,São Paulo Grand Prix,17.348026315789475,30.69276315789474,70.57236842105263,1.5098684210526316,False,0.0
2025,22,Las Vegas Grand Prix,16.73404255319149,19.52978723404255,37.765957446808514,1.4368794326241134,False,0.0
2025,23,Qatar Grand Prix,22.5993288590604,28.160402684563756,69.04697986577182,1.251006711409396,False,0.0
2025,24,Abu Dhabi Grand Prix,26.67402597402597,31.06168831168831,60.44155844155844,1.5733766233766235,False,0.0
2026,1,Australian Grand Prix,24.23445945945946,36.134459459459464,53.972972972972975,2.5614864864864866,False,0.0
2026,2,Chinese Grand Prix,15.572368421052632,22.616447368421053,54.99802631578948,2.193421052631579,False,0.0
2026,3,Japanese Grand Prix,18.556410256410256,34.14294871794871,52.49551282051282,1.9506410256410256,False,0.0
2026,4,Miami Grand Prix,27.12559523809524,37.01190476190476,70.44821428571429,1.1517857142857142,True,1.7857142857142856
2026,5,Canadian Grand Prix,12.84875,17.8275,71.69500000000001,3.015625,False,0.0
2026,6,Monaco Grand Prix,23.677403846153847,37.97692307692308,62.19855769230769,0.8418269230769231,False,0.0
2026,7,Barcelona Grand Prix,30.52933333333333,50.28666666666667,28.865999999999996,2.5713333333333335,False,0.0
